open_text,kampagne_specifikt,billige_billetter,afslappende_behageligt_nem_transport,tag_toget,ved_ikke,andet,plads_til_alle,klima_baeredygtighed_gron_omstilling,alternativ_transport
At rejse og være sammen med andre,1,0,0,0,0,0,0,0,0
At rejse er at møde og at være sammen med andre.,1,0,0,0,0,0,0,0,0
at rabatten gælder store grupper,0,0,0,0,0,0,1,0,0
"at personer over 65, kan rejse billigt med DSB i nogle perioder",1,0,0,0,0,0,0,0,0
at personer over 65 år kan rejse med rabat resten af året,1,0,0,0,0,0,0,0,0
At personer over 65 år kan rejse med rabat og viser nogle muligheder.,1,0,0,0,0,0,0,0,0
At personer over 65 år kan rejse med ekstra rabat med DSB Orange resten af året,1,0,0,0,0,0,0,0,0
At personer over 65 år kan rejse billigere,1,0,0,0,0,0,0,0,0
At personer over 65 år kan få rabat,1,0,0,0,0,0,0,0,0
At personer over 65 år kan få ekstra rabat med DSB orange,1,0,0,0,0,0,0,0,0
At personer over 65 kan rejse med ektra rabat resten af aaret,1,0,0,0,0,0,0,0,0
"At personer over 65 kan rejse endnu billigere med DSB, hvis de køber en Orange billet.",1,0,0,0,0,0,0,0,0
At personer over 65 kan rejse billigere resten af året,1,0,0,0,0,0,0,0,0
At personer over 65 kan kører billigere med dsb,1,0,0,0,0,0,0,0,0
At personer over 65 kan få billigere billetter,1,0,0,0,0,0,0,0,0
At personer over 65 kan få billige billetter,1,0,0,0,0,0,0,0,0
At pensionister skal tage toget i stedet for bilen,1,0,0,0,0,0,0,0,0
At pensionister nu har mulighed for at komme ud og opleve efter den lange tid med restriktioner,1,0,0,0,0,0,0,0,0
At pensionister kan spare penge her,1,0,0,0,0,0,0,0,0
"at pensionister kan rejse billigere, men hvad der betingelserne. Hvis jeg skal rejse er det indenfor få dage og ikke på orange med lang bestillingstid",1,0,0,0,0,0,0,0,0
At pensionister kan rejse billigere,1,0,0,0,0,0,0,0,0
At pensionister kan rejse billigere,1,0,0,0,0,0,0,0,0
At pensionister kan køre billigt,1,0,0,0,0,0,0,0,0
At pensionister kan få rabat,1,0,0,0,0,0,0,0,0
at pensionister kan få mere rabat end andre rejsende,1,0,0,0,0,0,0,0,0
"At pensionister har mulighed for at nyde tilværelsen til en pris, der er overkommelig. De appelerer til, at ældre mennesker skal ud og opleve.",1,0,0,0,0,0,0,0,0
At pensionister får særbehandling,1,0,0,0,0,0,0,0,0
At over 65 er det billigt at rejse med toget,1,0,0,0,0,0,0,0,0
at orangebilletter er endnu billigere hvis du er over 65 år i resten af 2021,1,0,0,0,0,0,0,0,0
At Orange er for enhver,1,0,0,0,0,0,0,0,0
"At orange billetpris sænkes, hvis man er over 65 ...",1,0,0,0,0,0,0,0,0
"At oplyse om, at har man et rejse behov og er over 65 år, er der penge at spare.",1,0,0,0,0,0,0,0,0
"at også ældre .. også pensionister.. kan få mulighed ""at rejse og opleve""",1,0,0,0,0,0,0,0,0
"At når man når den alder skal man ikke bare trække sig tilbage, men nyde livet",1,0,0,0,0,0,0,0,0
"At når man er over 65 år, kan man får rabatter, så man har råd til at rejse. med DSB.",1,0,0,0,0,0,0,0,0
At når man er over 65 så kan man få yderligere rabat,1,0,0,0,0,0,0,0,0
At når man er over 65 kan man rejse billig,1,0,0,0,0,0,0,0,0
"At når man er over 65 (og dermed måske pensionist) kan man benytte toget til de lejligheder, der hedder kunst/oplevelses ture",1,0,0,0,0,0,0,0,0
"At når man er gammel, er det godt at hygge sig sammen med andre.",1,0,0,0,0,0,0,0,0
at når du er over 65 kan du rejse med rabat,1,0,0,0,0,0,0,0,0
At mennesker over 65 år kan komme billigt rundt i landet og få nogle gode oplevelser med venner og familie,1,0,0,0,0,0,0,0,0
At mange forskellige typer mennesker kan have glæde af at rejse med rabat,1,0,0,0,0,0,0,0,0
"At man, hvis man er over 65 år, resten af året kan få yderligere rabat på orangebilletter",1,0,0,0,0,0,0,0,0
At man ønsker at tilbyde en god pendlerløsning for samfundets ældre borgere,1,0,0,0,0,0,0,0,0
"At man som ældre over 65, kan få rabat på sine DSB Orange biletter",1,0,0,0,0,0,0,0,0
"At man som senior kan nyde livet og venner, der bor i en anden del af landet",1,0,1,0,0,0,0,0,0
At man som plus 65 kan tage toget til en billigere pris og dermed lade bilen stå.,1,0,0,0,0,0,0,0,0
At man som plus 65 kan rejse billigere,1,0,0,0,0,0,0,0,0
at man som person over 65 kan rejse på orange billet resten af året,1,0,0,0,0,0,0,0,0
At man som pensionist kan rejse ekstra billigt med Orange billetter resten af året,1,0,0,0,0,0,0,0,0
At man som pensionist kan rejse billigt,1,0,0,0,0,0,0,0,0
At man som pensionist kan køre med tog billigt,1,0,0,0,0,0,0,0,0
At man som pensionist ikke behøver bil for at komme ud i danmark,1,0,0,0,0,0,0,0,0
At man som over 65-årig kan få rabat,1,0,0,0,0,0,0,0,0
At man som mere end 65 årlig kan få rabat,1,0,0,0,0,0,0,0,0
At man som gammel kan rejse billigere de sidste måneder af året.,1,0,0,0,0,0,0,0,0
At man som 65+ kan køre med tog billigere resten af året og de gerne vil have folk til at udforske danmark,1,0,0,0,0,0,0,0,0
"At man som +65 årig kan rejse meget billigt med DSB resten af året. I forvejen er Orange-billetter billige, men tilhører man denne aldersklasse, kan man købe Orangeb-billetter med ekstra rabat",1,0,0,0,0,0,0,0,0
at man som +65 kan få rabat,1,0,0,0,0,0,0,0,0
"At man skal være ældre hvis man skal have det billigere,MEN hvorfor",1,0,0,0,0,0,0,0,0
At man skal ud og køre med DSB,0,0,0,0,0,0,1,0,0
at man skal tage toget. Det kan bedst betale sig,0,0,0,0,0,0,1,0,0
At man skal rejse med dsb,0,0,0,0,0,0,1,0,0
At man skal opleve noget,1,0,0,0,0,0,0,0,0
"At man rejse med DSB,  uanset hvad man skal",0,0,0,0,0,0,1,0,0
"At man rejse billigere, hvis man er over 65 år",1,0,0,0,0,0,0,0,0
"At man opnår ekstra rabat på orange billetter resten af året, hvis man er over 65 år gammel",1,0,0,0,0,0,0,0,0
At man opfordrer 65+ til at rejse mere med DSB orange,1,0,0,0,0,0,0,0,0
at man også kan bruge Orange når man er over 65,1,0,0,0,0,0,0,0,0
At man nu tilbyder gode priser for ældre,1,0,0,0,0,0,0,0,0
At man med rabat på en orange-billet (når man er 65) billigt kan mødes til oplevelser af den ene eller den anden art,1,0,0,0,0,0,0,0,0
At man med DSB Orange kan rejse med rabat resten af året,1,0,0,0,0,0,0,0,0
At man kan ud at opleve med DSB for en rimelig sum penge.,1,0,0,0,0,0,0,0,0
At man kan tage toget og så har tid til alt muligt,0,0,1,0,0,0,0,0,0
At man kan spare noget mere,1,0,0,0,0,0,0,0,0
"At man kan rejse på orange tarif som pensionist resten af året til et af de senerier, der vises",1,0,0,0,0,0,0,0,0
At man kan rejse med rabat resten af året hvis man er over 65 eller førtidspensionist med legimagion fra dsb og fra 1/10 kan man ikke få refunderet sin billet,1,0,0,0,0,0,0,0,0
At man kan rejse med rabat når man er over 65,1,0,0,0,0,0,0,0,0
At man kan rejse med rabat hvis man er over 65 år.,1,0,0,0,0,0,0,0,0
at man kan rejse med ekstra rabat resten af året,1,0,0,0,0,0,0,0,0
At man kan rejse med ekstra rabat hvis man er over 65 år,1,0,0,0,0,0,0,0,0
At man kan rejse med DSB orange når man er over 65,1,0,0,0,0,0,0,0,0
At man kan rejse ekstra billigt når man er over 65,1,0,0,0,0,0,0,0,0
"At man kan rejse billigt, hvis man er over 65 år",1,0,0,0,0,0,0,0,0
At man kan rejse billigt som senior,1,0,0,0,0,0,0,0,0
at man kan rejse billigt resten af året  når man er 65 eller derover,1,0,0,0,0,0,0,0,0
At man kan rejse billigt resten af året  hvis man er over 65,1,0,0,0,0,0,0,0,0
At man kan rejse billigt med DSB når man er+65,1,0,0,0,0,0,0,0,0
At man kan rejse billigere hvis man er 65+,1,0,0,0,0,0,0,0,0
at man kan rejse billere hvis man er over 65,1,0,0,0,0,0,0,0,0
At man kan meget selvom man er ved at blive ældre og at det ovenikøbet rigtig godt kan betale sig,1,0,0,0,0,0,0,0,0
At man kan komme ud billigt som ældre,1,0,0,0,0,0,0,0,0
At man kan komme billigt til nye oplevelser.,1,0,0,0,0,0,0,0,0
At man kan få rabat på Orange billet hvis du er over 65 år,1,0,0,0,0,0,0,0,0
At man kan få rabat og komme frem til gode oplevelser.,1,0,0,0,0,0,0,0,0
At man kan få orange pris oveni pensionistrabatten ved rejser med DSB resten af 2021,1,0,0,0,0,0,0,0,0
At man kan få ekstra rabat med orange billetter hvis man er over 65 år,1,0,0,0,0,0,0,0,0
At man kan få ekstra rabat hvis man er over 65,1,0,0,0,0,0,0,0,0
at man kan få ekstra rabat baseret på alder,1,0,0,0,0,0,0,0,0
At man kan få DSB orange endnu billigere frem til 31/12 hvis man er 65.  Så kom nu afsted,1,0,0,0,0,0,0,0,0
At man har mulighed for rejse rundt i landet. Og der er noget for en hver smag,1,0,0,0,0,0,0,0,0
At man får rabat som senior,1,0,0,0,0,0,0,0,0
At man får rabat som pensionist,1,0,0,0,0,0,0,0,0
At man får rabat når man er fyldt 65”,1,0,0,0,0,0,0,0,0
At man får mere rabat som over 65,1,0,0,0,0,0,0,0,0
At man får lidt mere rabat på orange billetter når man er 65 og over,1,0,0,0,0,0,0,0,0
At man får ekstra rabat når man er iver 65,1,0,0,0,0,0,0,0,0
At man får ekstra rabat når man er 65 eller der over,1,0,0,0,0,0,0,0,0
At man for billige penge kan se venner og bekendte man måske ikke ser så tit,1,0,0,0,0,0,0,0,0
At man benytte billetterne til al slags,1,0,0,0,0,0,0,0,0
At man bare skal rejse og få rabat,1,0,0,0,0,0,0,0,0
"At man bare har det gode liv med DSB, at DSB er politisk korrekt.",0,0,1,0,0,0,0,0,0
at ma kan rejse med toget til mange forskellige ting og med forskellige relationer,1,0,0,0,0,0,0,0,0
At lokke pensionister tilDSB,0,0,0,1,0,0,0,0,0
At lige meget hvad du skal kan du bruge DSB orange,0,0,0,1,0,0,0,0,0
At lfåde ældre til at lade bilen stå,0,0,0,1,0,0,0,0,0
"At jeg slipper for en masse bøvl og kan holde transportudgifterne nede, hvis jeg og min ledsager vil vælge tilbuddet fra DSB inden arets udgang.",0,0,0,0,0,1,0,0,0
At jeg kan rejse billigere,1,0,0,0,0,0,0,0,0
At jeg kan få ekstra rabat på orange rejser resten af året - som der står under alle billederne,1,0,0,0,0,0,0,0,0
"At hvis man er over 65 år, så kan man rejser med ekstra rabat resten af året",1,0,0,0,0,0,0,0,0
"At hvis man er over 65 år, er der mulighed, for at rejse med DSB til en billig pris resten af året.",1,0,0,0,0,0,0,0,0
At hvis man er over 65 år kan man rejse på Orange billet året ud,1,0,0,0,0,0,0,0,0
At hvis man er over 65 år kan man køre billigere med toget resten af året,1,0,0,0,0,0,0,0,0
At hvis man er over 65 så er det ekstra rabat resten af året,1,0,0,0,0,0,0,0,0
At hvis man er over 65 kan man rejse med ekstra rabat,1,0,0,0,0,0,0,0,0
at hvis man er over 65 kan man få yderligere rabat på orangebilleter resten af året,1,0,0,0,0,0,0,0,0
at hvis man er over 65 kan man få biletterne billigere,1,0,0,0,0,0,0,0,0
At hvis man er fyldt 65 år så kan man rejse billigere resten af årer,1,0,0,0,0,0,0,0,0
At hvis man er 65 år eller derover er der noget at spare resten af året.,1,0,0,0,0,0,0,0,0
At hvis du er over 65 kan du rejse med ekstra rabat resten af året,1,0,0,0,0,0,0,0,0
At gøre ældre opmærksom på at de kan få billige billetter isyedet for at tage bilen,1,0,0,0,0,0,0,0,0
At gøre det  rart rejse med DSB,0,0,1,0,0,0,0,0,0
At gamle mennesker sjal tage toget,0,0,0,1,0,0,0,0,0
At gamle mennesker kan køre billigere med toget,1,0,0,0,0,0,0,0,0
At gamle mennesker kan køre billigere med DSB Orange.,1,0,0,0,0,0,0,0,0
at gamle mennesker får ekstra rabat,1,0,0,0,0,0,0,0,0
At få seniorpublikummet til at foretage rejser omhandlet i annoncen,0,0,0,1,0,0,0,0,0
at få nogle til at køre med dem,0,0,0,1,0,0,0,0,0
at få folk til at føle en trang til at bruge DSB,0,0,0,1,0,0,0,0,0
At få flere ældre til at bruge toget og komme ud  Eller måske kompensation for at øge prisen markant på mimrekortet !,1,0,0,1,0,0,0,0,0
At få flere ældre kunder,0,0,0,1,0,0,0,0,0
At få flere til at tage toget,0,0,0,1,0,0,0,0,0
At få flere over 65 til at benytte toget,0,0,0,1,0,0,0,0,0
at få flere kunder,0,0,0,1,0,0,0,0,0
At få de ældre til at rejse mere,0,0,0,1,0,0,0,0,0
At folk over 65år kan rejse billigt,1,0,0,0,0,0,0,0,0
At folk over 65 år skal benytte DSB orange,1,0,0,0,0,0,0,0,0
At folk over 65 år kan rejse billigt med DSB orange året ud,1,0,0,0,0,0,0,0,0
At folk over 65 år kan få rabat,1,0,0,0,0,0,0,0,0
"At folk over 65 pr kan sparre flere penge resten af året, hvis de kører med dsb orange",1,0,0,0,0,0,0,0,0
At folk over 65 kan rejse derhen hvor de vil med DSB,1,0,0,0,0,0,0,0,0
At folk over 65 kan rejse billigt med toget,1,0,0,0,0,0,0,0,0
"At folk over 65 kan rejse billigt med DSB orange, og får ekstra rabat, resten af året",1,0,0,0,0,0,0,0,0
At folk over 65 kan rejse billigere,1,0,0,0,0,0,0,0,0
At folk over 65 kan køre billigere med DSB,1,0,0,0,0,0,0,0,0
At folk over 65 kan få rå ekstra rabat på orange billetter resten af året,1,0,0,0,0,0,0,0,0
At folk over 65 kan få rabat,1,0,0,0,0,0,0,0,0
at folk over 65 får ekstra rabat,1,0,0,0,0,0,0,0,0
At flere skal bruge toget,0,0,0,1,0,0,0,0,0
at er man over 65 år kan man rejse billigere resten af året,1,0,0,0,0,0,0,0,0
At er man over 65 år kan man rejse billigere med DSB Orange,1,0,0,0,0,0,0,0,0
at er du ældre kan du lig enu bruge toget til billigere penge,1,0,0,0,0,0,0,0,0
At en bestemy gruppe kan få rabat resten af året,1,0,0,0,0,0,0,0,0
At du som måske pensionist - kan komme billigt med  toget -til byer i Danmark  for at se noget  kulturelt - og natur - familie ovs.,1,0,0,0,0,0,0,0,0
At du kan tage med toget billigt når du er over 65,1,0,0,0,0,0,0,0,0
At du kan spare penge ved at bruge toget som pensionist,1,0,0,0,0,0,0,0,0
"at du kan rejsebilligt, hvis du er over 65...",1,0,0,0,0,0,0,0,0
At du kan rejse forskellige steder hen,1,0,0,0,0,0,0,0,0
At du kan rejse ekstra billigt hvis du er over 65,1,0,0,0,0,0,0,0,0
"At du kan rejse billigt, når du er over 65.  De vil gerne have pensionister til at rejse, så de kan tjene nogle penge",1,0,0,1,0,0,0,0,0
At du kan rejse billigt med orange som 65-årig,1,0,0,0,0,0,0,0,0
At du kan rejse billigere som pensionist,1,0,0,0,0,0,0,0,0
At du kan rejse billigere hvis du er over 65,1,0,0,0,0,0,0,0,0
"At du kan opretholde en vis mobilitet og komme rundt til steder du ønsker, men DSB transporerer mig ikke ud på marken eller i teatret!",1,0,0,0,0,0,0,0,0
At du kan opleve forskellige ting ved at rejse andre steder hen,1,0,0,0,0,0,0,0,0
At du kan få rabat som senior resten af året,1,0,0,0,0,0,0,0,0
"At du kan få ekstra rabat, hvis du er over 65",1,0,0,0,0,0,0,0,0
At du kan få ekstra rabat som pensionist,1,0,0,0,0,0,0,0,0
At du kan få ekstra rabat hvis du er over 65,1,0,0,0,0,0,0,0,0
"At du får rabat resten af året, hvis du er fyldt 65",1,0,0,0,0,0,0,0,0
"At du får rabat på orange resten af året, hvis du er over 65",1,0,0,0,0,0,0,0,0
"At du får rabat på Orange billet, hvis du er over 65.",1,0,0,0,0,0,0,0,0
At du får rabat når du er over 65,1,0,0,0,0,0,0,0,0
"At du får lidt mere for pengene , når du er over 65år",1,0,0,0,0,0,0,0,0
At du får ekstra rabat når du er over 65,1,0,0,0,0,0,0,0,0
At du får ekstra rabat når du er gammel,1,0,0,0,0,0,0,0,0
At DSB kan levere billigere rejser til visse aldersgrupper,0,0,0,0,0,0,1,0,0
At DSB har kampagner og gode priser for ældre over 65.,1,0,0,0,0,0,0,0,0
At DSB har et godt tilbud til mennesker over 65,1,0,0,0,0,0,0,0,0
At DSB har billige priser,1,0,0,0,0,0,0,0,0
At DSB gerne vil kapre kunder i en modtagelig målgruppe,0,0,0,1,0,0,0,0,0
At dsb er ligetil og for alle,0,0,0,0,0,0,1,0,0
At DSB er for alle,0,0,0,0,0,0,1,0,0
"At det pt er billigere at rejse med DSB hvis man er over 65, dog kun i en kort periode.",1,0,0,0,0,0,0,0,0
At det måske er billigt hvis man er over 65,1,0,0,0,0,0,0,0,0
"At det med valg af orange afgange er billigere at rejse med tog, når man er over 65",1,0,0,0,0,0,0,0,0
At det kan svare dig at bruge dSB,1,0,0,0,0,0,0,0,0
At det ikke er gamle mennesker der rejser med DSB At man hygger sig på turen,1,0,1,0,0,0,0,0,0
At det for pensionister er billigere i en periode at rejse med DSB,1,0,0,0,0,0,0,0,0
at det er rart at rejse med DSB,0,0,1,0,0,0,0,0,0
At det er nemt og billigt at opleve den danske natur og/eller besøge familie og venner.,1,0,0,0,0,0,0,0,0
At det er nemt og billigt at komme runst i danmark til familie og venner,1,0,1,0,0,0,0,0,0
At det er nemt og billigt at komme hen hvor man vil når man er over 65.,1,0,1,0,0,0,0,0,0
"At det er nemt at komme rundt i landet, og at DSB er et tilbud til alle aldersklasser",0,0,1,0,0,0,1,0,0
"at det er muligt, som annoncen siger, at rejse med rabat",1,0,0,0,0,0,0,0,0
at det er muligt at rejse til billige penge,1,0,0,0,0,0,0,0,0
At det er muligt at køre billigt med toget resten af året hvis man er over 65 år,1,0,0,0,0,0,0,0,0
At det er godt at rejse med DSB orange,0,0,1,0,0,0,0,0,0
At det er for pensionister,0,0,0,0,0,0,1,0,0
"At det er en god mulighed for, at komme ud og opleve nye steder og at det ikke behøver at koste mange penge.",1,0,0,0,0,0,0,0,0
At det er en fri og afslappet må at rejse på til alle formål,0,0,1,0,0,0,0,0,0
At det er en fordel for pensionister at bruge DSB Orange,1,0,0,0,0,0,0,0,0
At det er billigt for pensionister,1,0,0,0,0,0,0,0,0
"At det er billigt at tage toget, hvis der er et tog",1,0,0,0,0,0,0,0,0
At det er billigt at rejseleder tog når man er over 65 år,1,0,0,0,0,0,0,0,0
at det er billigt at rejse rundt og opleve ting,1,0,0,0,0,0,0,0,0
At det er billigt at rejse på skæve tidspunkter,1,0,0,0,0,0,0,0,0
at det er billigt at rejse med tod,1,0,0,0,0,0,0,0,0
At det er billigt at rejse med DSB orange,1,0,0,0,0,0,0,0,0
at det er billigt at rejse med 65 billett,1,0,0,0,0,0,0,0,0
at det er billigt at køre med DSB når man er pensionist,1,0,0,0,0,0,0,0,0
At det er billigt at køre med DSB hvis man er over 65 år,1,0,0,0,0,0,0,0,0
At det er billigt at køre med DSB hvis man er over 65 og kan køre udenfor myldretid,1,0,0,0,0,0,0,0,0
At det er billigt at bruge DSB som pensionist,1,0,0,0,0,0,0,0,0
At det er billigere når man er over 65,1,0,0,0,0,0,0,0,0
at det er billigere hvis du er over 65,1,0,0,0,0,0,0,0,0
At det er billigere for folk over 65 år,1,0,0,0,0,0,0,0,0
At det er billigere end folk tror,1,0,0,0,0,0,0,0,0
"At det er billigere at rejse året ud, hvis man er over 65 år",1,0,0,0,0,0,0,0,0
At det er billige at tage toget,1,0,0,0,0,0,0,0,0
at det er bare om at komme ud og opleve noget med DSB,1,0,0,0,0,0,0,0,0
at det bliver billigere hvis du tager en orange billet,1,0,0,0,0,0,0,0,0
At det billigere hvis du er over 65,1,0,0,0,0,0,0,0,0
at det billiger når man er gammel,1,0,0,0,0,0,0,0,0
at der PT er extra rabat på Orange afgange - dog kun resten af året og kun hvis du er + 65,1,0,0,0,0,0,0,0,0
At der kan spares penge ved at bruge offentlig transport.,1,0,0,0,0,0,0,0,0
At der hvor der ER DSBs service gør de noget extra for 65+,1,0,0,0,0,0,0,0,0
"At der her er et rigtig godt tilbud resten af året, som ældre kan bruge",1,0,0,0,0,0,0,0,0
At der er rabat til ældre,1,0,0,0,0,0,0,0,0
"At der er rabat på orange billetter hos dsb, og personer over 65 er glade for at benytte dem",1,0,0,0,0,0,0,0,0
At der er muligheder for ældre at komme rundt.,1,0,0,0,0,0,0,0,0
At der er gode transport og rabatmuligheder for en bestemt målgruppe.,1,0,0,0,0,0,0,0,0
At der er gode tilbud til ældre,1,0,0,0,0,0,0,0,0
"at der er for megen kapacitet i togene, der ikke udnyttes. så lad os sælge dem billigt til de gamle på mærkelige tidsunkter.",0,0,0,1,0,0,0,0,0
At der er et godt tilbud til pensionister!,1,0,0,0,0,0,0,0,0
at der er et godt alternativ til bilen,0,0,1,0,0,0,0,0,0
"at der er ekstra rabet, hvis du er over 65. Og vil lokke folk til at se andre",1,0,0,0,0,0,0,0,0
At der er ekstra rabat til ældre som ikke har så mange penge. DSB er for alle,1,0,0,0,0,0,1,0,0
At der er ekstra rabat til ældre,1,0,0,0,0,0,0,0,0
At der er ekstra gode priser for folk over 65 resten af året,1,0,0,0,0,0,0,0,0
At der er billige billetter til dem over 65,1,0,0,0,0,0,0,0,0
At der er billige billetter til 65+ årige,1,0,0,0,0,0,0,0,0
At der er billige billetter for seniorer,1,0,0,0,0,0,0,0,0
At der er billig når du er 65+,1,0,0,0,0,0,0,0,0
At den ældre gruppe skal bruge toget noget mere,0,0,0,1,0,0,0,0,0
At dem over 65 køre for lidt med dsb,0,0,0,1,0,0,0,0,0
At dem over 65 kan få rabat på DSB orange resten af året,1,0,0,0,0,0,0,0,0
At de ønsker at få ældre mennesker til at benytte DSB for at få billigere oplevelser.,1,0,0,1,0,0,0,0,0
At de ældre kan rejse billigere fordi de kan rejse udenfor rush hour,1,0,0,0,0,0,0,0,0
At de ældre kan komme ud og rejse,1,0,0,0,0,0,0,0,0
"At de ældre altid kan få en bedre rabat end de unge, på trods af at de ældre er meget rigere",1,0,0,0,0,0,0,0,0
"At de vil,sælge billetter",0,0,0,1,0,0,0,0,0
At de vil tjene penge.,0,0,0,1,0,0,0,0,0
At de vil have de ældre tilbage i toget,0,0,0,1,0,0,0,0,0
At de stadig kører,0,0,0,1,0,0,0,0,0
At de på 65 eller derover kan få rabat når de rejser med DSB,1,0,0,0,0,0,0,0,0
At de passer på de ældre og deres penge,0,0,1,0,0,0,0,0,0
At de kan rejse billigt med rog rundt i landet,1,0,0,0,0,0,0,0,0
At de hær noget for den ældre generation/pensionisterne.,0,0,0,1,0,0,0,0,0
At de har pensionistbilketter,0,0,0,1,0,0,0,0,0
At de har gode rabatter til ældre,1,0,0,0,0,0,0,0,0
At de har en ordning til folkepensionister,1,0,0,0,0,0,0,0,0
At de gør noget for de gamle???,0,0,0,1,0,0,0,0,0
at de gerne vil sælge flere billetter,0,0,0,1,0,0,0,0,0
At de gerne vil have mig som kunde,0,0,0,1,0,0,0,0,0
"At de gerne vil have kunderne tilbage, og at folk over 65 kan rejse når som helst.",0,0,0,1,0,0,0,0,0
At de gamle mennesker kan tage tog billigt til de forskellige aktiviteter som man forsøger at illustrere med billederne,1,0,0,0,0,0,0,0,0
At de gamle får rabat og de unge må betale?,1,0,0,0,0,0,0,0,0
at de friskeste pensionister kan have glæde af dette tilbud,1,0,0,0,0,0,0,0,0
At de er venlige,0,0,1,0,0,0,0,0,0
At de er en alternativ,0,0,1,0,0,0,0,0,0
"At de er billigt alternativ til bil, og at rejsen kan gå til mange forskellige opkevelser",1,0,0,0,0,0,0,0,0
At de er billigere end man tror,1,0,0,0,0,0,0,0,0
"At de er ""på røven""",0,0,0,0,0,1,0,0,0
"at de der er over 65 år, kan rejse billigere",1,0,0,0,0,0,0,0,0
At andre rejsende betaler en del af ens billet,0,0,0,0,0,1,0,0,0
at alle over 65 har tid til at rejse med DSB,1,0,0,0,0,0,0,0,0
At alle over 65 har et godt tilbud,1,0,0,0,0,0,0,0,0
"At alle er glade og lykkelige, når de rejser med DSB.",0,0,1,0,0,0,0,0,0
at aktive glade seniorer kan få gode billige oplevelser resten af året ved at rejse med DSB,1,0,0,0,0,0,0,0,0
At 65årige kan rejse billigt på Orange,1,0,0,0,0,0,0,0,0
At 65+ årige kan få billige billetter,1,0,0,0,0,0,0,0,0
At 65+ får bedre betingelsernår de rejser resten af året.,1,0,0,0,0,0,0,0,0
At 65-årlige også har mulighed for at rejse med offentlig transport,1,0,0,0,0,0,0,0,0
At 65 årige kan tage toget ud og få oplevelser. Hovedsageligt kulturelle. Men hvor er deres venner de kunne besøge? Eller familie,1,0,0,0,0,0,0,0,0
at +65 årige er vigtigere end andre borgere,0,0,0,0,0,1,0,0,0
At +65 får ekstra rabat,1,0,0,0,0,0,0,0,0
Aner det ikke. Jeg kan ikke se at de har noget med DSB at gøre,0,0,0,0,1,0,0,0,0
Aner det ikke,0,0,0,0,1,0,0,0,0
"alt hvis man er over 65, kan man rejse billigt resten af året med orange",1,0,0,0,0,0,0,0,0
"Afslappende, lethed tilfredshed og hygge",0,0,1,0,0,0,0,0,0
65+ kom nu ud i togene og oplev noget,1,0,0,1,0,0,0,0,0
65+ kan rejse billig på orange billet,1,0,0,0,0,0,0,0,0
65 år rabat,1,0,0,0,0,0,0,0,0
65 år giver ekstra rabatter.,1,0,0,0,0,0,0,0,0
0000000røv,0,0,0,0,1,0,0,0,0
+65 år kan rejse med dsb orange resten af året,1,0,0,0,0,0,0,0,0
.,0,0,0,0,1,0,0,0,0
??,0,0,0,0,1,0,0,0,0
"at når du er over 65, er rask og rørig og ser godt ud med masser af energi og ressourcer, så er du velkommen i DSB.  Fomentlig behøver de afbildede miljøer ikke at tænke på billetprisen - og slet ikke bindingerne på Orange-ordningen.",0,0,0,1,0,0,0,0,0
Billigt at rejse til jul,0,1,0,0,0,0,0,0,0
At du nu kan rejse billigt med orange billetter til jul,0,1,0,0,0,0,0,0,0
At der er plads til alle,0,0,0,0,0,0,1,0,0
max 99.00 kr,0,1,0,0,0,0,0,0,0
Kan købe orange billet,0,1,0,0,0,0,0,0,0
At der er billige orange biletter op til jul,0,1,0,0,0,0,0,0,0
det er sjovt og trygt at rejse med DSB,0,0,1,0,0,0,0,0,0
Vintertid bedst i toget,0,0,1,0,0,0,0,0,0
Du kan rejse for max 99kr,0,1,0,0,0,0,0,0,0
Det er dejligt at rejse med tog for alle aldersgrupper og i alle situationer,0,0,1,0,0,0,1,0,0
At folk vælter rundt og er sig selv nærmest,0,0,0,0,0,1,0,0,0
At der er plads til alle til billige penge.,0,1,0,0,0,0,1,0,0
Dejlig og afslappende at rejse med DSB,0,0,1,0,0,0,0,0,0
At det er godt trykt men gør det i god tid,1,0,1,0,0,0,0,0,0
Billigt og hyggeligt,0,1,1,0,0,0,0,0,0
DSB er for alle. DSB giver dig en behagelig rejse,0,0,1,0,0,0,1,0,0
Rejse billig og trygt med dsb,0,1,1,0,0,0,0,0,0
Rejs billigt med DSB - også i myldretiden (weekend),1,1,0,0,0,0,0,0,0
Det er trygt at rejse med DSB,0,0,1,0,0,0,0,0,0
Billige billetter,0,1,0,0,0,0,0,0,0
At man kan rejse for kun 99 kr. med DSB orange frem til jul,0,1,0,0,0,0,0,0,0
at turen er hyggelig,0,0,1,0,0,0,0,0,0
Rejse og tag forskud på julegælder for max 99 kr,1,1,0,0,0,0,0,0,0
At alle kan komme til Kbh. For max 99 kr fra nu og til 19 dec.,1,1,0,0,0,0,1,0,0
Der er penge at spare ved at rejse i weekenden,1,1,0,0,0,0,0,0,0
Billige rejser op til jul,0,1,0,0,0,0,0,0,0
Billige billetter med DSB orange frem til 19/12,1,1,0,0,0,0,0,0,0
I kører også i julen. lad bilen stå. det er trygt at rejse for alle.,1,0,1,0,0,0,0,0,0
At det er en god pris for at transportere sig her op til jul,0,1,0,0,0,0,0,0,0
at man kan tage toget billigt i juleb,0,1,0,0,0,0,0,0,0
